Account Name,Street Address,City,State,Country,Domain,Salesforce Account ID,Segment,Custom Attribute
Promotor,,,,,rdslink.ro,,,
RDW,,,,,rdw.nl,,,
realcomputerarchitecture.com,,,,,realcomputerarchitecture.com,,,
Realtek,,,,,realtek.com,,,
[not provided],,,,,recruitbeyond.com,,,
Red Digital Cinema,,,,,red.com,,,
Redeye,,,,,redeye.se,,,
redpiesystems.com,,,,,redpiesystems.com,,,
RedTree Solutions,,,,,redtree-solutions.com,,,
Redux ST,,,,,reduxst.com,,,
Rede FerroviÃ¡ria Nacional - Refer E.P.E.,,,,,refer.pt,,,
Reference Design Srl,,,,,referencedesign.it,,,
ReFLEX CES,,,,,reflexces.com,,,
corp.,,,,,re-gister.com,,,
Rejak,,,,,rejak.co.uk,,,
Rejlers Sverige,,,,,rejlers.se,,,
Relcom,,,,,relcom.hu,,,
Relectrify,,,,,relectrify.com,,,
Relogable Sl,,,,,relogable.com,,,
Reltech,,,,,reltech.co.uk,,,
Remsdaq,,,,,remsdaq.com,,,
RENA electronica,,,,,rena.nl,,,
renault,,,,,renault.fr,,,
Renishaw,,,,,renishaw.com,,,
Renova S.A.,,,,,renova.pt,,,
Requaero,,,,,requaero.com,,,
RESA System Engineering GmbH,,,,,resa.de,,,
Ait-Sri,,,,,research.ait.ie,,,
Resonates,,,,,resonates.com,,,
Resource Group,,,,,resourcegroup.co.uk,,,
Target Compiler,,,,,retarget.com,,,
"RETIA, a.s.",,,,,retia.cz,,,
RTW,,,,,retroelectronics.de,,,
"Retune DSP ApS, Scion DTU",,,,,retune-dsp.com,,,
REUM Limited,,,,,reum.io,,,
Reuter Elektronik gmbH,,,,,reuter-elektronik.de,,,
Rever,,,,,rever.eu,,,
RFIdeal,,,,,rfideal.fr,,,
rflogic,,,,,rflogic.co.uk,,,
RF Module & Optical Design,,,,,rfmod.com,,,
Rfpro,,,,,rfpro.com,,,
RF TRAX,,,,,rftrax.com,,,
ARX Innovation AS,,,,,rfz.com,,,
R&G PLUS Sp.,,,,,rg.com.pl,,,
Reilhofer KG,,,,,rhf.de,,,
Rhosonics,,,,,rhosonics.nl,,,
RISE Research Institutes of Sweden,,,,,ri.se,,,
RIAN,,,,,rian.kharkov.ua,,,
Ricardo,,,,,ricardo.com,,,
RICE,,,,,rice.zcu.cz,,,
Self,,,,,richardboulton.me.uk,,,
richards-innovations.com,,,,,richards-innovations.com,,,
Ridgetop Europe,,,,,ridgetop.eu,,,
Rieter,,,,,rieter.com,,,
Exertus,,,,,riihineva.no-ip.org,,,
Research In Motion,,,,,rim.com,,,
Rimac Automobili,,,,,rimac-automobili.com,,,
ringhals,,,,,ringhals.vattenfall.se,,,
Riscure,,,,,riscure.com,,,
vital,,,,,riseup.net,,,
RIS NATIONAL LAB,,,,,RISOE.DK,,,
Danmarks Tekniske Universitet,,,,,risoe.dtu.dk,,,
Ritecom,,,,,ritecom.com,,,
RiverBeck Semiconductor,,,,,riverbeck.com,,,
RivieraWaves,,,,,rivierawaves.com,,,
RK-SYSTEM,,,,,rk-system.com.pl,,,
Science and Technology Facilities Council,,,,,rl.ac.uk,,,
RLE International GmbH,,,,,rle.de,,,
RightLight IT Consulting,,,,,rlitc.com,,,
RLS,,,,,rls.si,,,
rmki,,,,,rmki.kfki.hu,,,
Roal Electronics S.p.A.,,,,,roallivingenergy.com,,,
Roa Logic Bv,,,,,roalogic.com,,,
Roman Bartosinski,,,,,robart.cz,,,
Robomed,,,,,robomed.si,,,
Robotics Inventions Sp. z o.o.,,,,,roboticsinventions.com,,,
ROBOTIKER,,,,,robotiker.es,,,
Robstech Consulting,,,,,robstechconsulting.co.uk,,,
Roche,,,,,roche.com,,,
Ontobus,,,,,rocketmail.com,,,
Rocolec Ltd,,,,,rocolec.com,,,
Tactiq,,,,,rod-vdb.co.uk,,,
Roechling Automotive,,,,,roechling-automotive.de,,,
Rofin-Sinar Laser,,,,,rofin.de,,,
Roger,,,,,roger.pl,,,
Rogers,,,,,rogerscorp.com,,,
Rohmann,,,,,rohmann.de,,,
Roke Manor Research,,,,,roke.co.uk,,,
ROLAB,,,,,rolab.se,,,
ROLI,,,,,roli.com,,,
Rolls Royce Marine Power,,,,,rolls-royce.com,,,
Istituto Nazionale di Fisica Nucleare,,,,,roma1.infn.it,,,
I.N.F.N Sez Roma2,,,,,roma2.infn.it,,,
roma3,,,,,roma3.infn.it,,,
Romax Technology Ltd,,,,,Romaxtech.Com,,,
Romtelecom SA,,,,,romtelecom.ro,,,
Roncho Energy Services,,,,,ronchoenergy.com,,,
Rosenberger,,,,,rosenberger.com,,,
Rosenberger,,,,,rosenberger.de,,,
Rotadata,,,,,rotadata.com,,,
ROTEC,,,,,rote.cz,,,
ROTEK microelectronic GmbH & Co KG,,,,,rotek-sat.de,,,
ROVER Laboratories,,,,,roverinstruments.com,,,
Rowley Associates,,,,,Rowley.Co.Uk,,,
aptoit,,,,,roxell.se,,,
Rozsnyo s.r.o.,,,,,rozsnyo.com,,,
Rsatm,,,,,rsatm.ir,,,
RSI Solutions LLC,,,,,rsi.fi,,,
RST Rostock,,,,,rst-rostock.de,,,
RTC Electronics,,,,,rtcelectronics.co.uk,,,
RTD bv ,,,,,rtd.nl,,,
Realtime Embedded,,,,,rte.se,,,
RTX,,,,,rtx.dk,,,
Velsyn ltd.,,,,,ru.is,,,
Rubin DMS Zrt,,,,,rubindms.hu,,,
Rufilla,,,,,rufilla.com,,,
Next Industries,,,,,ruggedaq.com,,,
Rutronik Elektronische Bauelemente,,,,,rutronik.com,,,
SociÃ©tÃ© Aubagnaise Restauration Approvisio,,,,,rvdp.org,,,
JS CONSULTANT EDA,,,,,rwt.fr,,,
rz,,,,,rz.rwth-aachen.de,,,
[not provided],,,,,s3.kth.se,,,
S3 Group,,,,,s3group.com,,,
S & H Computer Systems Inc,,,,,s3group.com.pl,,,
S3 - Silicon & Software Systems,,,,,s3group.cz,,,
National Electric Vehicle Sweden AB,,,,,saabcars.com,,,
SABIC,,,,,sabic.com,,,
dasd,,,,,sadf.com,,,
SAFCS MICROTECH DI A. IANNELLO,,,,,safcsmicrotech.com,,,
SafeNet,,,,,safenet-inc.com,,,
SafeTTy Systems,,,,,safetty.net,,,
SAF-HOLLAND,,,,,safholland.de,,,
Safran Group,,,,,safran.fr,,,
Safran Engineering Services,,,,,safran-engineering.com,,,
Saft,,,,,saftbatteries.com,,,
Saga Tek EOOD,,,,,sagatek.com,,,
Sagemcom,,,,,sagemcom.com,,,
Sagentia,,,,,sagentia.com,,,
Sagittafin Srl,,,,,sagittafin.com,,,
Saguaro Design,,,,,saguarodesign.co.uk,,,
SAIC,,,,,saic.com,,,
SAI Conferences,,,,,saiconference.com,,,
Saitec,,,,,saitecsrl.com,,,
Salcomp Oy,,,,,salcomp.com,,,
Industrie Saleri Italo,,,,,saleri.it,,,
Hanser Automotive,,,,,salescomm.de,,,
Salicru,,,,,salicru.com,,,
Salland Engineering BV,,,,,salland.com,,,
Salland Electronics B.V.,,,,,sallandelectronics.nl,,,
Salom,,,,,salompower.eu,,,
Salunda,,,,,salunda.com,,,
"Salutis systems, a.s.",,,,,salutissystems.com,,,
Salzburg Research,,,,,salzburgresearch.at,,,
Sa Teknik & Produktion,,,,,samberglund.se,,,
Samtec,,,,,sampokilis.com,,,
Sampson Legal,,,,,sampsonlegal.co.uk,,,
SaM Solutions,,,,,sam-solutions.net,,,
Sanco (ME) FZC,,,,,sanco-me.com,,,
Trayanski Ltd,,,,,sandanski-optic.com,,,
SandbyteTechnologies,,,,,sandbyte.com,,,
Western Digital,,,,,sandisk.com,,,
Sanitas Eg,,,,,sanitaseg.it,,,
Sankola Software,,,,,sankola.fi,,,
Sansolutions Ltd,,,,,sansolutions.biz,,,
sanyo,,,,,sanyo.co.in,,,
SAPA Placencia,,,,,sapaplacencia.com,,,
FEUP,,,,,sapo.pt,,,
SAR Insight Consulting,,,,,sarinsight.com,,,
Sarmet,,,,,sarmet.com,,,
Sarokal Solutions,,,,,sarokal.fi,,,
Saros Technology,,,,,saros.co.uk,,,
Sartorius,,,,,sartorius.com,,,
SAT4M2M,,,,,sat4m2m.com,,,
jorkowload,,,,,sata.com,,,
GS Group,,,,,satprofbv.com,,,
Company Corrected,,,,,satyria.de,,,
saunalahti,,,,,saunalahti.fi,,,
Home office,,,,,sawfly.net,,,
Sawoe,,,,,sawoe.com,,,
Scabia,,,,,scabia.se,,,
SCAE,,,,,scae.net,,,
Scalado,,,,,scalado.com,,,
Scame Sistemi,,,,,scamesistemi.it,,,
Autopilot,,,,,scarlet.be,,,
Scazon,,,,,scazon.com,,,
Szucs Gabor E.V.,,,,,sch.bme.hu,,,
Greek School Network,,,,,sch.gr,,,
Schaeffler Technologies,,,,,schaeffler.com,,,
Schaeffler Engineering,,,,,schaeffler-engineering.com,,,
Schiller Medical,,,,,schiller.fr,,,
Schlafhorst Autocoro,,,,,schlafhorst.de,,,
SCHLEICH,,,,,schleich.com,,,
Schleicher Electronic,,,,,schleicher-electronic.com,,,
Schmersal,,,,,schmersal.com,,,
Schneider Systemtechnik,,,,,schneidersystem.de,,,
Schrader Electronics,,,,,schrader.co.uk,,,
SchrageConsult,,,,,schrageconsult.com,,,
Rober Bosch GmbH,,,,,schreibermarkus.de,,,
Lutz & Grub AG,,,,,schueren.eu,,,
schweers,,,,,schweers.de,,,
dept of genetics,,,,,sci.pam.szczecin.pl,,,
Universiteit Amsterdam Faculty of Science,,,,,science.uva.nl,,,
SciEngines,,,,,sciengines.com,,,
SD Scientific Applications,,,,,scientific.gr,,,
Scientific Games,,,,,scientificgames.com,,,
Scintil Photonics,,,,,scintil-photonics.com,,,
SCIOPTA Systems,,,,,sciopta.com,,,
SCLE,,,,,scle.fr,,,
Scortex,,,,,scortex.io,,,
ScourGE,,,,,scourge.fr,,,
screen.it,,,,,screen.it,,,
Screen Digest,,,,,screendigest.com,,,
screen lasse,,,,,screen-lasse.com,,,
S&C Sistemas Automaticos,,,,,scsistemas.com,,,
Norwegian Ministry of Transport and Communications,,,,,sd.dep.no,,,
sdfadf,,,,,sdafasd.com,,,
Sony Semi (Basingstoke),,,,,sde.eu.sony.com,,,
Sd Instrumentation,,,,,sdinst.plus.com,,,
Sdps Electronics,,,,,sdpselectronics.com,,,
Entropic,,,,,sdrf-design.com,,,
Season Design Technology,,,,,sdt-uk.com,,,
Atlas Copco,,,,,se.atlascopco.com,,,
Bombardier Transportation,,,,,se.transport.bombardier.com,,,
Sea,,,,,sea.co.uk,,,
Seacom,,,,,seacom.dk,,,
SEBA Hydrometrie,,,,,seba.de,,,
Natixis Securities,,,,,sec.natixis.com,,,
Universidad Polit?cnica de Madrid,,,,,sec.upm.es,,,
secad,,,,,secad.fr,,,
SecCloud IT,,,,,seccloud.it,,,
SECO,,,,,seco.com,,,
SECOM,,,,,secom.com.pl,,,
SE Controls,,,,,secontrols.com,,,
Sectra,,,,,sectra.se,,,
Sec-Tron Inc,,,,,sectron.com,,,
Secure-IC,,,,,secure-ic.com,,,
Secure.Thingz.,,,,,securethingz.com,,,
SecurityPattern,,,,,securitypattern.com,,,
Secursat,,,,,secur-sat.com,,,
securysat.be,,,,,securysat.be,,,
SEDECAL,,,,,sedecal.com,,,
SE-Elektronic,,,,,se-elektronic.de,,,
SEEMOO - TU Darmstadt,,,,,seemoo.tu-darmstadt.de,,,
SEFAC,,,,,sefac.fr,,,
Sefee,,,,,sefee.fr,,,
Segger,,,,,segger.com,,,
segrids,,,,,segrids.com,,,
segula.it,,,,,segula.it,,,
SEH,,,,,seh.de,,,
Seibersdorf Labor GmbH,,,,,seibersdorf-laboratories.at,,,
SEIPI,,,,,seipi.org.ph,,,
Sekas GmbH Software Engineering FÃ_r Kommunikations- und Automatisierungssysteme,,,,,sekas.de,,,
SELBA,,,,,selba.es,,,
Selcom Group,,,,,selcomgroup.com,,,
Seldes (Sunrise Electronic Design),,,,,seldes.com,,,
Selea,,,,,selea.com,,,
Selectactive,,,,,selectactive.co.uk,,,
Dini Argeo,,,,,selene-electronics.it,,,
Selenia Communications S.p.A.,,,,,seleniacomms.com,,,
Seletec Srl,,,,,seletecmod.com,,,
Selex Komunikasyon A.S.,,,,,selex-comms.com.tr,,,
Selex Elsag SPA,,,,,selexelsag.com,,,
Selex ES,,,,,selex-sas.com,,,
SELP Solutions Sapin,,,,,selp.es,,,
SELT,,,,,selt-sistemi.com,,,
Semantika D.O.O.,,,,,semantika.hr,,,
SEMBARC,,,,,sembarc.com,,,
Semcon,,,,,semcon.com,,,
Semicast Research,,,,,semicast.net,,,
Semicon,,,,,semicon.ro,,,
Semikron,,,,,semikron.com,,,
Semiconductors Research,,,,,semiresearch.com,,,
Das Test Haus,,,,,semitest.de,,,
Semitron,,,,,semitron.ch,,,
SEMITRON,,,,,semitron.de,,,
semtechnologies,,,,,semtechnologies.it,,,
Send,,,,,send.de,,,
SENER,,,,,sener.es,,,
Safework Sa,,,,,senet.com.au,,,
Sennheiser Electronic,,,,,sennheiser.com,,,
Sensium,,,,,sensium.co.uk,,,
Sensium Healthcare,,,,,sensium-healthcare.com,,,
sensixs,,,,,sensixs.nl,,,
SensL,,,,,sensl.com,,,
Sensonor,,,,,sensonor.no,,,
Sensor-Technik Wiedemann,,,,,sensor-technik.de,,,
Manner Sensortelemetrie,,,,,sensortelemetrie.de,,,
Sensor to Image,,,,,sensor-to-image.de,,,
Sens-Tech,,,,,sens-tech.com,,,
SENT Technology,,,,,sent.tech,,,
Sentios SIA,,,,,sentios.eu,,,
Sentireal,,,,,sentireal.com,,,
sepp.med,,,,,seppmed.de,,,
Sequoia Technology,,,,,sequoia.co.uk,,,
Stt-Systemtechnik,,,,,serbe.ch,,,
SERCEL,,,,,sercel.com,,,
Sereda Technologies,,,,,sereda-tech.com,,,
SERENUM,,,,,serenum.cz,,,
serp,,,,,serp.it,,,
Servelec Technologies,,,,,servelec-technologies.com,,,
Sesca,,,,,sesca.com,,,
Ses,,,,,sesltd.com,,,
Set,,,,,set.gb.com,,,
SETALDE,,,,,setalde.com,,,
Sevcon Ltd,,,,,sevcon.com,,,
Hermann Sewerin GmbH,,,,,sewerin.de,,,
SEW-EURODRIVE,,,,,sew-eurodrive.de,,,
Sumitomo Electric,,,,,sews-e.com,,,
Gepard OOO,,,,,seznam.cz,,,
enseeiht,,,,,sfr.fr,,,
Sgenia,,,,,sgenia.com,,,
SGP Management Consultants,,,,,sgp-partners.de,,,
SGPU,,,,,sgpu.co.uk,,,
SGS,,,,,sgs.com,,,
Sharpedge Engineering,,,,,sharpedge.org,,,
Shell,,,,,shell.com,,,
SHF - Software Holding & Finance,,,,,shf.be,,,
Shf Communication Technologies,,,,,shf.biz,,,
Shf Communication Technologies,,,,,shf-communication.de,,,
SHI,,,,,shi.com,,,
ShiftAppens,,,,,shiftappens.com,,,
Shin-Etsu Polymer,,,,,Shinetsu.Info,,,
Sper Limited,,,,,shobdon.com,,,
Undefined,,,,,shtark.info,,,
Shure,,,,,shure.dk,,,
Cndz,,,,,sian.com,,,
Sibelco,,,,,sibelco.com,,,
SIBIZ,,,,,sibiz.net,,,
SICAME,,,,,sicame.fr,,,
SICE,,,,,sice.com,,,
S.I.C.E. Srl Telecomunicazioni,,,,,sicetelecom.it,,,
SICK Sensor Intelligence,,,,,sick.de,,,
Sick Stegmann,,,,,sick-stegmann.de,,,
Sicomp,,,,,sicomp.ro,,,
Si Consulting,,,,,siconsulting.biz,,,
SICS Swedish ICT,,,,,sics.se,,,
SICURIT CS,,,,,sicurit.cz,,,
Sidebranch,,,,,sidebranch.com,,,
Gerdau Acos Especiais S A,,,,,sidenor.com,,,
sidsa.com,,,,,sidsa.com,,,
sidsa,,,,,sidsa.es,,,
sie,,,,,sie.at,,,
Laboratoire Europeen Creation Cosmetiq,,,,,sie.ro,,,
Sieb & Meyer Ag,,,,,sieb-meyer.de,,,
Siemens AG Austria,,,,,siemens.com,,,
Sienda Multimedia Ltd,,,,,sienda.com,,,
Sierra Cp Engineering,,,,,sierra-cp.com,,,
Susquehanna International Group,,,,,sig.com,,,
SIGALGO Technology,,,,,sigalgo.com,,,
SI-GATE GmbH,,,,,si-gate.com,,,
Siglead,,,,,siglead.com,,,
"Sigmatix, Inc.",,,,,sigmatix.com,,,
Signal Design,,,,,signaldesign.se,,,
Signal,,,,,signal-elettronica.it,,,
Signalion GmbH,,,,,signalion.com,,,
Signet,,,,,signet.nl,,,
SIGRA Technologies,,,,,sigratech.de,,,
SII,,,,,sii.fr,,,
SiKon GmbH,,,,,sikon.biz,,,
silabs,,,,,silabs.com,,,
Silansys,,,,,silansys.com,,,
Silesia Devices Sp. z o.o.,,,,,silesia-devices.com,,,
SILICA,,,,,silica.com,,,
silica,,,,,silica.no,,,
Silicom,,,,,silicom.fr,,,
Silicon Creations,,,,,siliconcr.com,,,
Silicongate LX,,,,,silicongate.pt,,,
Silicon Gears,,,,,silicon-gears.com,,,
siliconhive.com,,,,,siliconhive.com,,,
Silicon Image,,,,,siliconimage.com,,,
Silicon Infusion,,,,,siliconinfusion.com,,,
Silicon Line GmbH,,,,,silicon-line.de,,,
Silicon Mitus,,,,,siliconmitus.com,,,
SC Silicon Service SRL,,,,,siliconservice.ro,,,
Silicon Software,,,,,silicon-software.de,,,
Silicon Tailor,,,,,silicon-tailor.com,,,
S`tile SA,,,,,silicontile.fr,,,
Silkan,,,,,silkan.com,,,
Silkan,,,,,silkan.net,,,
SILOR,,,,,silor.it,,,
Siltronic,,,,,siltronic.com,,,
SILVER ATENA,,,,,silver-atena.de,,,
Silverbrook Research,,,,,silverbrookresearch.com,,,
SiM,,,,,sim.com.pl,,,
SIM2 Multimedia,,,,,sim2.it,,,
pols engineering,,,,,simnet.is,,,
SimonsVoss Technology,,,,,simons-voss.com,,,
SimonsVoss Technologies,,,,,simons-voss.de,,,
Mikes Design,,,,,simpson1.me.uk,,,
SimTec,,,,,simtec.gr,,,
SimuChip,,,,,simuchip.com,,,
Simulics,,,,,simulics.com,,,
SinisterSoft Limited,,,,,sinistersoft.com,,,
Sino Matrix Technology,,,,,sinomatrix.com,,,
SiNova,,,,,sinovasemi.com,,,
SinTau,,,,,sintau.it,,,
Sintecs BV,,,,,sintecs.eu,,,
SINTEF,,,,,sintef.no,,,
Binar d.o.o.,,,,,siol.net,,,
Sioux CCM,,,,,sioux.eu,,,
SIPRO,,,,,sipro.vr.it,,,
sips,,,,,sips.inesc-id.pt,,,
Siradel,,,,,siradel.com,,,
sircomtech.com,,,,,sircomtech.com,,,
Sirio Automazione Srl,,,,,sirioautomazione.it,,,
Marconi Selenia,,,,,siriopanel.it,,,
Sirti,,,,,sirti.it,,,
Siru Innovations,,,,,siru.fi,,,
siserco sl,,,,,siserco.es,,,
Sis Technology,,,,,sistechnology.bg,,,
Sistena,,,,,sistena.es,,,
Sitronix Technology,,,,,sitronix.com.tw,,,
Sivantos Group,,,,,sivantos.com,,,
Silicon Vision,,,,,si-vision.com,,,
SK Hynix,,,,,sk.com,,,
KSJS,,,,,skaalvik.no,,,
Skiathos,,,,,skiathos.physics.auth.gr,,,
Skioto,,,,,skioto.com,,,
SKM Group,,,,,skmgroup.pl,,,
Meggitt Aircraft Braking Systems,,,,,sky.com,,,
Skyconseil,,,,,skyconseil.fr,,,
Skylife Engineering,,,,,skylife-eng.com,,,
Psychometric,,,,,skynet.be,,,
Skyteam,,,,,sky-team.it,,,
Skytech Srl,,,,,skytechnologies.it,,,
SL3J SYSTEMS,,,,,sl3j.com,,,
slbs.dk,,,,,slbs.dk,,,
Sledgehammer Solutions Ltd,,,,,sledgehammersolutions.co.uk,,,
Personal/Hobby,,,,,slog.ie,,,
Sls Hellas,,,,,slsgr.com,,,
Sls-Systemtechnik,,,,,sls-systemtechnik.de,,,
ITAC,,,,,smartairfoil.com,,,
Smartango,,,,,smartango.com,,,
Smart Carbon Control,,,,,smartcarboncontrol.com,,,
smartcom,,,,,smartcom.bg,,,
Smart Connected Living,,,,,smartconnectedliving.com,,,
Smartdesign Group Ltd,,,,,smartdesign-ic.com,,,
Set,,,,,smart-e-tech.de,,,
Smarteye,,,,,smarteye.se,,,
Smart-I,,,,,smart-interaction.com,,,
SMARTLAB SRL,,,,,smartlab.it,,,
Smedegaard A/S,,,,,smedegaard.dk,,,
smics,,,,,smics.com,,,
Smith Myers,,,,,smithmyers.com,,,
Smiths Medical,,,,,smiths-medical.com,,,
Nn Inc,,,,,sm-its.de,,,
sm-Optics,,,,,sm-optics.com,,,
Samvardhana Motherson Reflectec,,,,,smr-automotive.com,,,
SNECMA,,,,,snecma.fr,,,
Snell,,,,,snellgroup.com,,,
Systems Neuroscience & Neurotechnology Unit,,,,,snn-unit.de,,,
SNOM Technology AG,,,,,snom.com,,,
System-on-Chip engineering,,,,,soc-e.com,,,
Socle Technology,,,,,socle-tech.com.tw,,,
Socomec,,,,,socomec.com,,,
SODALEC,,,,,sodalec.fr,,,
EADS,,,,,sodern.fr,,,
Sofca,,,,,sofcaproject.it,,,
Sofics,,,,,sofics.com,,,
SOFIKA,,,,,sofiha.de,,,
Sofradir,,,,,sofradir.com,,,
Sofrecom,,,,,sofrecom.com,,,
SOFTBOOKS,,,,,softbooks.pl,,,
Softcat,,,,,softcat.com,,,
Softex Baltic,,,,,softex.lt,,,
SoftKinetic,,,,,softkinetic.com,,,
soft t,,,,,soft-t.de,,,
Software,,,,,softwareag.com,,,
SoftwareONE,,,,,softwareone.com,,,
SOFTWIN,,,,,softwin.ro,,,
Sogeti,,,,,sogeti.com,,,
SOGIS,,,,,sogis.it,,,
Soitec,,,,,soitec.com,,,
solar,,,,,solar.uni-hannover.de,,,
Solarflare,,,,,solarflare.com,,,
autischool,,,,,solcon.nl,,,
Solectrix,,,,,solectrix.de,,,
SolidExpert,,,,,solidexpert.com,,,
SSL,,,,,solidstatelogic.com,,,
Solitwork,,,,,solitwork.com,,,
Solomon Europe Ltd,,,,,solomoneurope.com,,,
Solomon Systech,,,,,solomon-systech.com,,,
Soloplus,,,,,soloplus.com.pl,,,
Solpi,,,,,solpi.es,,,
SOLUCAR,,,,,SOLUCAR.ABENGOA.COM,,,
Soluis Group,,,,,soluis.com,,,
Eastman Chemical,,,,,solutia.com,,,
Solution In Silicon Ltd,,,,,solutioninsilicon.com,,,
Solvay,,,,,solvay.com,,,
"Sol Voltaics AB, Sweden",,,,,solvoltaics.com,,,
All-Ways Forwarding International Inc,,,,,solvsten.dk,,,
Xxx,,,,,somewehere.com,,,
SOMMER CABLE,,,,,sommercable.com,,,
Sonardyne International Ltd,,,,,sonardyne.co.uk,,,
Sonardyne,,,,,sonardyne.com,,,
Sonatest,,,,,sonatest.com,,,
sondrel,,,,,sondrel.com,,,
Sonifex,,,,,sonifex.co.uk,,,
Sonopsis,,,,,Sonopsis.Ltd.UK,,,
SONOVA,,,,,sonova.se,,,
sonoVTS GmbH,,,,,sonovts.com,,,
Sophysa,,,,,sophysa.fr,,,
SORIN GROUP,,,,,sorin.com,,,
Sorion Electronics,,,,,Sorion.Co.Uk,,,
SoulStec,,,,,soulstec.com,,,
Sourcing & Creation,,,,,sourcingcreation.com,,,
South Pole AB,,,,,southpole.se,,,
Univ of South Wales,,,,,southwales.ac.uk,,,
SOWERGY,,,,,sowergy.com,,,
DTU Space,,,,,space.dtu.dk,,,
Space Engineering,,,,,space.it,,,
space.si,,,,,space.si,,,
Spacebel,,,,,spacebel.be,,,
Spacechips Ltd.,,,,,spacechips.co.uk,,,
Space IC GmbH,,,,,space-ic.com,,,
Space Structures Gmbh,,,,,Spacestructures.De,,,
Kongsberg Spacetec AS,,,,,spacetec.no,,,
Small,,,,,spaml.de,,,
SPARK,,,,,spark-security.com,,,
SPARK Solutions,,,,,spark-solutions.fr,,,
SPAUN electronic GmbH & Co. KG,,,,,spaun.de,,,
SP Devices,,,,,spdevices.com,,,
SPDG,,,,,spdg.be,,,
SPEA,,,,,spea.com,,,
Specialized Imaging,,,,,specialised-imaging.com,,,
Spectracom,,,,,spectracom.orolia.com,,,
SpectrumConsult,,,,,spectrumconsult.net,,,
Speed 1s,,,,,speed.1s.fr,,,
SPEKTRA,,,,,spektra-dresden.com,,,
Sp.el. srl,,,,,sp-el.it,,,
SPiDCOM Technologies,,,,,spidcom.com,,,
Spiid,,,,,spiid.net,,,
Spirit AeroSystems,,,,,spiritaero.com,,,
spoco,,,,,spoco.com.pl,,,
S. P. Platt,,,,,spplatt.co.uk,,,
SPRA Defense & Aerospace,,,,,spra.com.tr,,,
Konsultfirma Lars Olsson,,,,,spray.se,,,
Plextek Ltd (retired),,,,,spreadbury.eclipse.co.uk,,,
Spreadtrum,,,,,spreadtrum.com,,,
spring-tech,,,,,spring-tech.nl,,,
SPX,,,,,spx.com,,,
Squarehead Technology AS,,,,,sqhead.com,,,
d,,,,,squizzy.net,,,
Srett,,,,,srett.com,,,
SRG Global,,,,,srgglobal.com,,,
SRON Netherlands Institute for Space Research,,,,,sron.nl,,,
SRT Marine Technology,,,,,srt-marine.com,,,
Social Technologies Group Inc,,,,,sseg.de,,,
State Street,,,,,ssga.com,,,
ANSSI,,,,,ssi.gouv.fr,,,
Solid State Organ Systems,,,,,ssosystems.com,,,
Swindon Silicon Systems,,,,,sssl.co.uk,,,
Solid State Supplies,,,,,sssltd.com,,,
Scuola Superiore Sant\\,,,,,sssup.it,,,
Surrey Satellite Technology,,,,,sstl.co.uk,,,
Sst Sensing,,,,,sstsensing.com,,,
STM,,,,,st.com,,,
STA Consulting,,,,,sta.co.kr,,,
Stae,,,,,stae.fr,,,
SALZBRENNER STAGETEC MEDIAGROUP,,,,,stagetec.com,,,
STANDIGI,,,,,standigi.dk,,,
star.sr.bham.ac.uk,,,,,star.sr.bham.ac.uk,,,
Starchip,,,,,starchip.com,,,
StarChip,,,,,starchip-ic.com,,,
STAR ELECTRONICS,,,,,star-cooperation.com,,,
STAR-Dundee,,,,,star-dundee.com,,,
st.a.r.-systems,,,,,star-systems.at,,,
Starware Design,,,,,starwaredesign.com,,,
Statoil,,,,,statoil.com,,,
Stech,,,,,stech.cz,,,
Steel Electronique,,,,,steel-electronique.fr,,,
stefanhuy.com,,,,,stefanhuy.com,,,
Steiner Academy Hereford,,,,,steineracademyhereford.eu,,,
Stekop Sa,,,,,stekopsa.pl,,,
Steen Nielsen Photography,,,,,stenblokken.dk,,,
Kandou Bus,,,,,stewarts.me.uk,,,
Science and Technology Facilities Council,,,,,stfc.ac.uk,,,
STG International,,,,,stggroup.co.il,,,
STIHL,,,,,stihl.de,,,
Stimio + Parrot,,,,,stimio.fr,,,
Stöber Antriebstechnik,,,,,stoeber.de,,,
Stoneridge,,,,,stoneridge.com,,,
Storagenewsletter,,,,,storagenewsletter.com,,,
NA Corporation,,,,,story.homelinux.net,,,
Stpi,,,,,stpi.net,,,
Strategy Analytics,,,,,strategyanalytics.com,,,
Streparava,,,,,streparava.com,,,
K-Tech,,,,,stroemme.se,,,
Strothjohann Techologies,,,,,strothjohann.com,,,
Structab AB,,,,,structab.se,,,
Structured Custom,,,,,structured-custom.com,,,
STT-SystemTechnik,,,,,stt-systemtechnik.de,,,
FH-Dortmund,,,,,stud.fh-dortmund.de,,,
Technische Universität Darmstadt,,,,,stud.h-da.de,,,
Technische Universität Darmstadt,,,,,stud.tu-darmstadt.de,,,
studbocconi,,,,,studbocconi.it,,,
Bradford,,,,,student.bradford.ac.uk,,,
Fontys,,,,,student.fontys.nl,,,
Institute of Technology Blanchardstown,,,,,student.itb.ie,,,
PXL,,,,,student.pxl.be,,,
TU Delft,,,,,student.tudelft.nl,,,
ucc,,,,,student.ucc.ie,,,
student.vives.be,,,,,student.vives.be,,,
Hochschule Bremerhaven,,,,,studenten.hs-bremerhaven.de,,,
studenti.unina.it,,,,,studenti.unina.it,,,
